内置番号,卡号,姓名,姓氏提取,匹配类型,骑砍ID,罗马音名,家族,文化,类型,外观模版,生年,登场,终年,死因,父亲,父亲编号,祖父,祖父编号,亲族,仕官倾向,仕官相性,亲密相性,性情,精神,主义,行动,情义,野心,喜好,物欲,饮酒,出身,武具,统率,武力,政务,智谋,魅力,足轻,骑马,火枪,水军,弓术,武艺,军学,忍术,建筑,开垦,矿山,算术,礼法,辩才,茶道,医术,特殊合战卡,秘技卡,称号卡,亲密获取,组合获取,事件获取,流亡之章,姓名,身份,立场,所属势力,所属据点,所属流派,乱麻之章,姓名,身份,立场,所属势力,所属据点,所属流派,日轮之章,姓名,身份,立场,所属势力,所属据点,所属流派,升龙之章,姓名,身份,立场,所属势力,所属据点,所属流派,覇道之章,姓名,身份,立场,所属势力,所属据点,所属流派,转变之章,姓名,身份,立场,所属势力,所属据点,所属流派,浪华之章,姓名,身份,立场,所属势力,所属据点,所属流派,太平之章,姓名,身份,立场,所属势力,所属据点,所属流派,梦幻之章,姓名,身份,立场,所属势力,所属据点,所属流派,事件获取
450,545,武将,武田信繁,武田信繁,姓氏推断,,75,takeda_nobushige,clan_takeda_1,tosan,Takeda Nobushige,,1525,1554,1561,刀剑,84,81,77,75,85,2,3,2,0,3,3,3,0,1,2,2,1,3,3,1,2,影武者,强袭，连续斩，拔突，刚弓，刚力，铁壁,无,武田信虎,801,,,一条信龙 武田胜赖 武田逍遥轩 武田信玄 武田信丰 仁科盛信 武田信虎,只限武将,62,62,温和,勇敢,普通,轻率,重视情义,42,武具,无欲,普通,源氏,已登场,武田信繁,家老,直臣,武田家,踯躅崎馆,无,已登场,武田信繁,家老,直臣,武田家,踯躅崎馆,无,已登场,武田信繁,家老,直臣,武田家,踯躅崎馆,无,已死亡,武田信繁,无效,无效,无,无效,无,已死亡,武田信繁,无效,无效,无,无效,无,已死亡,武田信繁,无效,无效,无,无效,无,已死亡,武田信繁,无效,无效,无,无效,无,已死亡,武田信繁,无效,无效,无,无效,无,已登场,武田信繁,浪人,其他,无,宇须岸之町,无,不可,,主角武田信玄，川中岛之战败北
451,546,武将,武田信丰,武田信豐,姓氏推断,,75,takeda_shin,clan_takeda_1,tosan,Takeda Nobumasa,,1548,1562,1582,刀剑,39,25,71,70,75,1,2,0,0,1,1,1,0,0,2,2,2,2,1,1,1,无,强袭,无,武田信繁,450,武田信虎,801,一条信龙 武田胜赖 武田逍遥轩 武田信玄 武田信繁 仁科盛信 武田信虎,只限武将,64,64,普通,普通,普通,慎重,重视情义,54,艺术品,无欲,普通,源氏,未登场,武田信丰,侍大将,陪臣（武田信繁）,武田家,踯躅崎馆,无,未登场,武田信丰,部将,陪臣（武田信繁）,武田家,小诸城,无,已登场,武田信丰,足轻组头,陪臣（武田信繁）,武田家,踯躅崎馆,无,已登场,武田信丰,城主,直臣,武田家,小诸城,无,已登场,武田信丰,城主,直臣,武田家,小诸城,无,已登场,武田信丰,城主,直臣,武田家,小诸城,无,已死亡,武田信丰,无效,无效,无,无效,无,已死亡,武田信丰,无效,无效,无,无效,无,已登场,武田信丰,浪人,其他,无,堺之町,无,无要求,,
452,548,武将,武田元明,武田元明,姓氏推断,,50,takeda_motoaki,clan_takeda_1,tosan,Takeda Motoaki,,1552,1566,1582,刀剑,14,9,17,36,44,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,无,强袭,无,,,,,,只限武将,0,50,性急,胆小,理想,普通,普通,55,艺术品,贪心,滴酒不沾,源氏,未登场,武田元明,浪人,其他,无,小滨之町,无,未登场,武田元明,浪人,其他,无,小滨之町,无,未登场,武田元明,浪人,其他,无,小滨之町,无,已登场,武田元明,浪人,其他,无,小滨之町,无,已登场,武田元明,浪人,其他,无,小滨之町,无,已登场,武田元明,侍大将,陪臣（明智光秀）,织田家,丹波龟山城,无,已死亡,武田元明,无效,无效,无,无效,无,已死亡,武田元明,无效,无效,无,无效,无,已登场,武田元明,浪人,其他,无,尾道之町,无,无要求,,
453,549,武将,武田义信,武田義信,姓氏推断,,75,takeda,clan_takeda_1,tosan,Takeda Yoshinobu,,1538,1554,1567,刀剑,75,65,66,56,60,2,2,1,0,2,1,2,0,1,0,0,0,2,0,1,1,无,强袭，刚弓,无,武田信玄,449,,,武田胜赖 武田信玄 仁科盛信,只限武将,62,32,普通,普通,理想,慎重,不重情义,65,艺术品,普通,普通,源氏,未登场,武田义信,家老,直臣,武田家,踯躅崎馆,无,已登场,武田义信,家老,直臣,武田家,踯躅崎馆,无,已登场,武田义信,家老,直臣,武田家,踯躅崎馆,无,已死亡,武田义信,无效,无效,无,无效,无,已死亡,武田义信,无效,无效,无,无效,无,已死亡,武田义信,无效,无效,无,无效,无,已死亡,武田义信,无效,无效,无,无效,无,已死亡,武田义信,无效,无效,无,无效,无,已登场,武田义信,浪人,其他,无,敦贺之町,无,一般条件,战国三弹正 真田幸隆/高坂昌信/保科正俊,
227,274,坚田元庆,坚田,需新建,lord_1_moto,Kondou Mototsuna,,,,,1568,1582,1622,病死,,,,,,只限武将,36,36,温和,勇敢,普通,普通,重视情义,23,艺术品,普通,普通,藤原氏,刀剑,42,24,59,53,36,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,无,强袭,无,无要求,,,未登场,坚田元庆,足轻组头,直臣,毛利家,吉田郡山城,无,未登场,坚田元庆,足轻组头,直臣,毛利家,吉田郡山城,无,未登场,坚田元庆,足轻组头,直臣,毛利家,吉田郡山城,无,未登场,坚田元庆,足轻组头,直臣,毛利家,吉田郡山城,无,未登场,坚田元庆,足轻组头,直臣,毛利家,吉田郡山城,无,已登场,坚田元庆,足轻组头,直臣,毛利家,吉田郡山城,无,已登场,坚田元庆,足轻组头,直臣,毛利家,吉田郡山城,无,已登场,坚田元庆,城主,直臣,毛利家,三原城,无,已登场,坚田元庆,浪人,其他,无,厩桥之町,无,
228,275,桂元澄,桂,需新建,lord_1_katsuramotosumi,Katsura Yoshizumi,,,,,1508,1554,1569,病死,,,,,,只限武将,36,36,性急,勇敢,普通,慎重,重视情义,32,武具,无欲,普通,其他,刀剑,41,42,55,61,44,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,无,强袭,无,无要求,,,已登场,桂元澄,部将,直臣,毛利家,吉田郡山城,无,已登场,桂元澄,部将,直臣,毛利家,吉田郡山城,无,已登场,桂元澄,部将,直臣,毛利家,吉田郡山城,无,已登场,桂元澄,部将,直臣,毛利家,吉田郡山城,无,已死亡,桂元澄,无效,无效,无,无效,无,已死亡,桂元澄,无效,无效,无,无效,无,已死亡,桂元澄,无效,无效,无,无效,无,已死亡,桂元澄,无效,无效,无,无效,无,已登场,桂元澄,浪人,其他,无,甲府之町,无,主角丰臣秀吉，剧情拉拢竹中半兵卫
229,276,葛山氏元,葛山,需新建,lord_1_katsurayamashimoto,Kazayama Moto,,,,,1524,1554,1568,病死,,,,,,全职种,48,48,普通,胆小,普通,慎重,不重情义,61,书籍,普通,滴酒不沾,藤原氏,刀剑,35,39,58,45,49,0,0,0,0,1,0,0,0,1,2,0,2,1,1,0,0,无,强袭,无,无要求,,,已登场,葛山氏元,部将,直臣,今川家,骏府城,无,已登场,葛山氏元,侍大将,直臣,今川家,骏府城,无,已登场,葛山氏元,家老,直臣,今川家,骏府城,无,已死亡,葛山氏元,无效,无效,无,无效,无,已死亡,葛山氏元,无效,无效,无,无效,无,已死亡,葛山氏元,无效,无效,无,无效,无,已死亡,葛山氏元,无效,无效,无,无效,无,已死亡,葛山氏元,无效,无效,无,无效,无,已登场,葛山氏元,浪人,其他,无,轮岛之町,无,
230,277,加藤清正,加藤,需新建,lord_1_katoukiyomasa,Katou Kiyomasa,,,,,1562,1576,1611,病死,,,,,,只限武将,10,7,性急,勇敢,现实,慎重,不重情义,85,武具,贪心,嗜酒如命,藤原氏,枪,80,87,60,57,79,4,3,3,2,2,3,2,1,4,0,2,0,0,1,1,0,强行突破，紧急修补,强袭，连续斩，拔突，粘花，急所击，刚弓，卷枪，引落，柄返，刚力，铁壁,枪术能手,一般条件,,,未登场,加藤清正,浪人,其他,无,清洲之町,无,未登场,加藤清正,浪人,其他,无,清洲之町,无,未登场,加藤清正,足轻组头,直臣,织田家,清洲城,无,未登场,加藤清正,足轻组头,直臣,织田家,岐阜城,无,未登场,加藤清正,足轻组头,陪臣（羽柴秀吉）,织田家,长滨城,无,已登场,加藤清正,足轻组头,陪臣（羽柴秀吉）,织田家,姬路城,无,已登场,加藤清正,足轻大将,直臣,羽柴家,石山本愿寺,无,已登场,加藤清正,大名,首领,加藤家,熊本城,无,已登场,加藤清正,浪人,其他,无,严岛之町,无,
231,278,加藤段藏,加藤,需新建,lord_1_katoudankura,Katou Dankurou,,,,,1533,1554,1572,战死,,,,,,武将以外优先,40,40,普通,普通,理想,轻率,不重情义,83,艺术品,贪心,嗜酒如命,藤原氏,苦无,65,79,13,78,21,2,0,2,1,2,2,1,4,0,0,0,2,0,0,0,0,鬼脚之术，鬼谋，幻惑之术，雷爆之术,强袭，拔突，二连苦无，半月，刚弓，猛毒苦无，十字投，乱苦无，叠返之术，铁壁,苦无名人,一般条件,,,已登场,加藤段藏,中忍,直臣,轩猿众,轩猿之里,无,已登场,加藤段藏,中忍,直臣,轩猿众,轩猿之里,无,已登场,加藤段藏,中忍,直臣,轩猿众,轩猿之里,无,已登场,加藤段藏,中忍,直臣,透波众,透波之里,无,已死亡,加藤段藏,无效,无效,无,无效,无,已死亡,加藤段藏,无效,无效,无,无效,无,已死亡,加藤段藏,无效,无效,无,无效,无,已死亡,加藤段藏,无效,无效,无,无效,无,已登场,加藤段藏,浪人,其他,无,奈良之町,无,
459,556,武将,立原久纲,立原久綱,精确匹配,立原久纲,100,lord_1_tatsuhara,clan_tatsuhara_1,sanyo,Tachihara Hisatsuna,Tachihara Hisatsuna,1531,1554,1613,刀剑,43,45,55,61,52,1,0,1,0,0,0,0,0,2,1,1,1,3,1,0,0,无,强袭,无,,,,,,没那个意思,15,15,温和,普通,普通,慎重,重视情义,54,书籍,无欲,普通,源氏,已登场,立原久纲,家老,直臣,尼子家,月山富田城,无,已登场,立原久纲,侍大将,直臣,尼子家,月山富田城,无,已登场,立原久纲,部将,直臣,尼子家,月山富田城,无,已登场,立原久纲,浪人,其他,无,松江之町,无,已登场,立原久纲,浪人,其他,无,松江之町,无,已登场,立原久纲,浪人,其他,无,松江之町,无,已登场,立原久纲,浪人,其他,无,松江之町,无,已登场,立原久纲,部将,直臣,蜂须贺家,德岛城,无,已登场,立原久纲,浪人,其他,无,仙台之町,无,无要求,,
460,557,武将,楯冈满茂,楯岡滿茂,精确匹配,楯冈满茂,100,lord_1_tateoka_2,clan_tateoka_1,ou,Tateoka Mitsushige,Tateoka Mitsushige,1547,1561,1623,刀剑,57,48,39,47,41,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,无,强袭,无,,,,,,全职种,0,0,普通,勇敢,普通,普通,普通,51,艺术品,普通,普通,源氏,未登场,楯冈满茂,侍大将,直臣,最上家,山形城,无,未登场,楯冈满茂,部将,直臣,最上家,山形城,无,已登场,楯冈满茂,部将,直臣,最上家,山形城,无,已登场,楯冈满茂,部将,直臣,最上家,山形城,无,已登场,楯冈满茂,部将,直臣,最上家,山形城,无,已登场,楯冈满茂,部将,直臣,最上家,山形城,无,已登场,楯冈满茂,部将,直臣,最上家,山形城,无,已登场,楯冈满茂,家老,直臣,最上家,山形城,无,已登场,楯冈满茂,浪人,其他,无,冈崎之町,无,无要求,,
461,559,武将,伊达实元,伊達實際引數,精确匹配,伊达实元,100,lord_1_date_7,clan_date_1,ou,Date Sanemoto,Date Sanemoto,1527,1554,1587,刀剑,56,47,58,60,63,2,1,0,0,0,1,2,0,1,1,1,1,1,1,0,0,无,强袭,无,伊达稙宗,463,,,石川昭光 伊达成实 伊达稙宗 伊达辉宗 伊达晴宗 留守政景 亘理元宗,只限武将,62,62,普通,勇敢,普通,普通,普通,22,书籍,普通,普通,藤原氏,已登场,伊达实元,家老,直臣,伊达家,米泽城,无,已登场,伊达实元,家老,直臣,伊达家,米泽城,无,已登场,伊达实元,家老,直臣,伊达家,米泽城,无,已登场,伊达实元,家老,直臣,伊达家,米泽城,无,已登场,伊达实元,家老,直臣,伊达家,米泽城,无,已登场,伊达实元,家老,直臣,伊达家,米泽城,无,已登场,伊达实元,家老,直臣,伊达家,米泽城,无,已死亡,伊达实元,无效,无效,无,无效,无,已登场,伊达实元,浪人,其他,无,安土之町,无,无要求,,
462,560,武将,伊达成实,伊達成實,精确匹配,伊达成实,100,lord_1_date_9,clan_date_1,ou,Date Shigezane,Date Shigezane,1568,1582,1646,刀剑,71,75,55,54,77,3,2,1,0,2,2,2,1,1,1,1,1,2,1,1,1,骑射突击,强袭，拔突，刚弓，铁壁,无,伊达实元,461,伊达稙宗,463,石川昭光 伊达实元 伊达稙宗 伊达辉宗 伊达晴宗 留守政景 亘理元宗,只限武将,62,62,普通,勇敢,理想,轻率,重视情义,61,武具,普通,普通,藤原氏,未登场,伊达成实,足轻组头,陪臣（伊达实元）,伊达家,米泽城,无,未登场,伊达成实,足轻组头,陪臣（伊达实元）,伊达家,米泽城,无,未登场,伊达成实,足轻组头,陪臣（伊达实元）,伊达家,米泽城,无,未登场,伊达成实,足轻组头,陪臣（伊达实元）,伊达家,米泽城,无,未登场,伊达成实,足轻组头,陪臣（伊达实元）,伊达家,米泽城,无,已登场,伊达成实,足轻组头,陪臣（伊达实元）,伊达家,米泽城,无,已登场,伊达成实,部将,陪臣（伊达实元）,伊达家,米泽城,无,已登场,伊达成实,家老,直臣,伊达家,仙台城,无,已登场,伊达成实,浪人,其他,无,足利之町,无,一般条件,,
463,561,武将,伊达稙宗,伊達稙宗,精确匹配,伊达稙宗,100,dead_lord_1_date_4,clan_date_1,ou,Date Tanemune,Date Tanemune,1488,1554,1565,刀剑,79,76,90,91,46,2,2,2,0,1,2,3,2,3,3,2,3,3,4,0,2,激励,强袭，拔突，二连苦无，铁壁，丢钱,无,,,,,石川昭光 伊达实元 伊达成实 伊达辉宗 伊达晴宗 留守政景 亘理元宗,没那个意思,80,80,普通,勇敢,现实,普通,不重情义,93,武具,贪心,普通,藤原氏,已登场,伊达稙宗,浪人,其他,无,仙台之町,无,已登场,伊达稙宗,家老,直臣,伊达家,米泽城,无,已登场,伊达稙宗,浪人,其他,无,仙台之町,无,已死亡,伊达稙宗,无效,无效,无,无效,无,已死亡,伊达稙宗,无效,无效,无,无效,无,已死亡,伊达稙宗,无效,无效,无,无效,无,已死亡,伊达稙宗,无效,无效,无,无效,无,已死亡,伊达稙宗,无效,无效,无,无效,无,已登场,伊达稙宗,浪人,其他,无,厩桥之町,无,一般条件,,
464,562,武将,伊达辉宗,伊達輝宗,精确匹配,伊达辉宗,100,lord_1_date,clan_date_1,ou,Date Terumune,Date Terumune,1544,1558,1585,刀剑,69,48,73,52,65,2,2,1,0,1,1,2,1,1,2,1,1,1,1,1,1,无,强袭,无,伊达晴宗,465,伊达稙宗,463,石川昭光 伊达实元 伊达成实 伊达稙宗 伊达晴宗 伊达政宗 留守政景 亘理元宗 伊达小次郎,没那个意思,62,62,温和,胆小,普通,普通,不重情义,48,艺术品,普通,普通,藤原氏,未登场,伊达辉宗,家老,直臣,伊达家,米泽城,无,未登场,伊达辉宗,部将,陪臣（伊达晴宗）,伊达家,米泽城,无,已登场,伊达辉宗,家老,直臣,伊达家,米泽城,无,已登场,伊达辉宗,大名,首领,伊达家,米泽城,无,已登场,伊达辉宗,大名,首领,伊达家,米泽城,无,已登场,伊达辉宗,大名,首领,伊达家,米泽城,无,已登场,伊达辉宗,家老,直臣,伊达家,米泽城,无,已死亡,伊达辉宗,无效,无效,无,无效,无,已登场,伊达辉宗,浪人,其他,无,甲府之町,无,一般条件,,
465,563,武将,伊达晴宗,伊達晴宗,精确匹配,伊达晴宗,100,lord_1_date_2,clan_date_1,ou,Date Harumune,Date Harumune,1519,1554,1577,刀剑,76,56,81,80,79,2,3,1,0,2,1,3,1,2,1,2,2,1,2,1,2,无,强袭，刚弓,无,伊达稙宗,463,,,石川昭光 伊达实元 伊达成实 伊达稙宗 伊达辉宗 伊达政宗 留守政景 亘理元宗 伊达小次郎,只限武将,48,48,性急,勇敢,普通,普通,不重情义,84,艺术品,贪心,普通,藤原氏,已登场,伊达晴宗,大名,首领,伊达家,米泽城,无,已登场,伊达晴宗,大名,首领,伊达家,米泽城,无,已登场,伊达晴宗,大名,首领,伊达家,米泽城,无,已登场,伊达晴宗,浪人,其他,无,仙台之町,无,已登场,伊达晴宗,家老,直臣,伊达家,米泽城,无,已死亡,伊达晴宗,无效,无效,无,无效,无,已死亡,伊达晴宗,无效,无效,无,无效,无,已死亡,伊达晴宗,无效,无效,无,无效,无,已登场,伊达晴宗,浪人,其他,无,木更津之町,无,一般条件,,
466,564,武将,伊达政宗,伊達政宗,精确匹配,伊达政宗,100,lord_1_date_6,clan_date_1,ou,Date Masamune,Date Masamune,1567,1577,1636,刀剑,93,79,94,92,96,3,4,4,2,3,3,3,2,3,4,3,3,2,3,2,3,齐攻，狙击，钓瓶击，骑射突击，土龙攻，影武者,强袭，连续斩，拔突，二连苦无，急所击，刚弓，刚力，铁壁，伤药，丢钱,策士,伊达辉宗,464,伊达晴宗,465,石川昭光 伊达辉宗 伊达晴宗 留守政景 伊达小次郎,只限武将,62,62,性急,勇敢,现实,慎重,不重情义,90,南蛮物,贪心,普通,藤原氏,未登场,伊达政宗,部将,陪臣（伊达辉宗）,伊达家,米泽城,无,未登场,伊达政宗,部将,陪臣（伊达辉宗）,伊达家,米泽城,无,未登场,伊达政宗,足轻组头,陪臣（伊达辉宗）,伊达家,米泽城,无,未登场,伊达政宗,部将,陪臣（伊达辉宗）,伊达家,米泽城,无,未登场,伊达政宗,部将,陪臣（伊达辉宗）,伊达家,米泽城,无,已登场,伊达政宗,家老,直臣,伊达家,米泽城,无,已登场,伊达政宗,大名,首领,伊达家,米泽城,无,已登场,伊达政宗,大名,首领,伊达家,仙台城,无,已登场,伊达政宗,浪人,其他,无,岐阜之町,无,一般条件,伊达三杰 片仓景纲/伊达成实/鬼庭纲元,
232,279,加藤光泰,加藤,需新建,lord_1_katoumitsuyasu,Katou Mitsuyasu,,,,,1537,1554,1593,病死,,,,,,全职种,20,20,普通,普通,普通,普通,普通,50,艺术品,无欲,普通,藤原氏,枪,52,54,51,49,34,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,无,拔突,无,无要求,,,未登场,加藤光泰,浪人,其他,无,井之口之町,无,已登场,加藤光泰,足轻组头,直臣,斋藤家,稻叶山城,无,已登场,加藤光泰,足轻组头,直臣,斋藤家,稻叶山城,无,已登场,加藤光泰,足轻组头,直臣,织田家,岐阜城,无,已登场,加藤光泰,足轻组头,直臣,织田家,岐阜城,无,已登场,加藤光泰,足轻大将,陪臣（羽柴秀吉）,织田家,姬路城,无,已登场,加藤光泰,部将,直臣,羽柴家,石山本愿寺,无,已死亡,加藤光泰,无效,无效,无,无效,无,已登场,加藤光泰,浪人,其他,无,鹿岛之町,无,
233,280,加藤嘉明,加藤,需新建,lord_1_katouyoshiaki,Katou Yoshiaki,,,,,1563,1577,1631,病死,,,,,,全职种,18,18,普通,普通,普通,轻率,普通,43,艺术品,无欲,普通,藤原氏,枪,68,78,53,56,69,2,2,2,3,2,3,2,0,2,0,0,0,1,0,0,0,进水,强袭，连续斩，拔突，粘花，刚弓，卷枪，引落，柄返，刚力，铁壁,无,一般条件,,,未登场,加藤嘉明,浪人,其他,无,井之口之町,无,未登场,加藤嘉明,足轻组头,直臣,织田家,清洲城,无,未登场,加藤嘉明,足轻组头,直臣,织田家,清洲城,无,未登场,加藤嘉明,足轻组头,直臣,织田家,岐阜城,无,未登场,加藤嘉明,足轻组头,陪臣（羽柴秀吉）,织田家,长滨城,无,已登场,加藤嘉明,足轻组头,陪臣（羽柴秀吉）,织田家,姬路城,无,已登场,加藤嘉明,侍大将,直臣,羽柴家,石山本愿寺,无,已登场,加藤嘉明,大名,首领,加藤家,汤筑城,无,已登场,加藤嘉明,浪人,其他,无,出石之町,无,
234,282,金上盛备,金上,需新建,lord_1_kanagamijou,Kanakami Morinari,,,,,1527,1554,1589,战死,,,,,,只限武将,19,19,普通,普通,普通,轻率,普通,51,书籍,普通,普通,其他,刀剑,56,59,60,71,63,1,2,1,0,1,1,0,1,0,1,1,0,1,3,0,1,无,强袭,无,无要求,,,已登场,金上盛备,侍大将,直臣,芦名家,黑川城,无,已登场,金上盛备,侍大将,直臣,芦名家,黑川城,无,已登场,金上盛备,侍大将,直臣,芦名家,黑川城,无,已登场,金上盛备,侍大将,直臣,芦名家,黑川城,无,已登场,金上盛备,侍大将,直臣,芦名家,黑川城,无,已登场,金上盛备,侍大将,直臣,芦名家,黑川城,无,已登场,金上盛备,侍大将,直臣,芦名家,黑川城,无,已死亡,金上盛备,无效,无效,无,无效,无,已登场,金上盛备,侍大将,直臣,上泉家,内城,无,
470,568,武将,种子岛时尧,種子島時堯,精确匹配,种子岛时尧,100,lord_1_tanegashima,clan_tanegashima_1,saikai,Tanegashima Tokitaka,Tanegashima Tokitaka,1528,1554,1579,火绳枪,57,50,66,63,62,2,1,4,1,3,3,1,0,2,0,2,2,0,3,1,0,枪炮乱射,强袭，连续斩，拔突，急所击，二挺击，刚弓，石火，乱射，刚力，铁壁,火枪名人,,,,,种子岛久时,全职种,30,30,普通,普通,现实,慎重,普通,59,南蛮物,贪心,普通,平氏,已登场,种子岛时尧,侍大将,直臣,岛津家,内城,无,已登场,种子岛时尧,侍大将,直臣,岛津家,内城,无,已登场,种子岛时尧,侍大将,直臣,岛津家,内城,无,已登场,种子岛时尧,侍大将,直臣,岛津家,内城,无,已登场,种子岛时尧,侍大将,直臣,岛津家,内城,无,已死亡,种子岛时尧,无效,无效,无,无效,无,已死亡,种子岛时尧,无效,无效,无,无效,无,已死亡,种子岛时尧,无效,无效,无,无效,无,已登场,种子岛时尧,水夫头,直臣,村上水军,三岛之砦,无,无要求,,
