类别,所属域,太阁原词,例句,我们侧名,值类型,语义,参数,档,载体,存档键,实现锚点,频率
域值,勢力,忍者衆Ａ,調查:(大名家::大名家Ａ.外交同盟(勢力::忍者衆Ａ))==(0),Ctx::ninja_a,对象:组织,忍者衆Ａ,—,T1,引擎,无,直接写 StringId,32
域值,勢力,忍者衆Ｂ,調查:(忍者衆::忍者衆Ａ.外交同盟(勢力::忍者衆Ｂ))==(0),Ctx::ninja_b,对象:组织,忍者衆Ｂ,—,T1,引擎,无,直接写 StringId,1
域值,勢力,忍者衆Ｃ,調查:(大名家::大名家Ｂ.外交同盟(勢力::忍者衆Ｃ))==(0),Ctx::ninja_c,对象:组织,忍者衆Ｃ,—,T1,引擎,无,直接写 StringId,1
域值,勢力,海賊衆Ａ,調查:(大名家::大名家Ａ.外交同盟(勢力::海賊衆Ａ))==(0),Ctx::pirate_a,对象:组织,海賊衆Ａ,—,T1,引擎,无,直接写 StringId,34
域值,勢力,海賊衆Ｂ,更新:(勢力::大名家Ａ.外交同盟(勢力::海賊衆Ｂ))(支配),Ctx::pirate_b,对象:组织,海賊衆Ｂ,—,T1,引擎,无,直接写 StringId,35
域值,勢力,海賊衆Ｃ,調查:(海賊衆::海賊衆Ａ.外交同盟(勢力::海賊衆Ｃ))==(0),Ctx::pirate_c,对象:组织,海賊衆Ｃ,—,T1,引擎,无,直接写 StringId,13
域值,勢力,海賊衆Ｄ,調查:(海賊衆::海賊衆Ａ.外交同盟(勢力::海賊衆Ｄ))==(0),Ctx::pirate_d,对象:组织,海賊衆Ｄ,—,T1,引擎,无,直接写 StringId,3
域值,勢力,無效,更新:(人物::人物Ｂ.所屬勢力)(勢力::無效),null,空,無效,—,T1,引擎,无,直接写 StringId,5
域值,卡,卡Ａ,代入卡Ａ:(卡::松島)+(變量::ｉ),Ctx::card_a,对象:卡,卡Ａ,—,T3,数据包,无,card_N,3
域值,商家,商家Ａ,代入商家Ａ:(人物::主人公.所屬商家),Ctx::merchant_a,对象:组织,商家Ａ,—,T3-预留,数据包,无,org_merchant_N,39
域值,商家,商家Ｂ,代入商家Ｂ:(人物::主人公.所屬商家),Ctx::merchant_b,对象:组织,商家Ｂ,—,T3-预留,数据包,无,org_merchant_N,3
域值,商家,商家Ｃ,"容器選擇:(商家Ｃ,先頭)",Ctx::merchant_c,对象:组织,商家Ｃ,—,T3-预留,数据包,无,org_merchant_N,3
域值,商家,商家Ｄ,"容器選擇:(商家Ｄ,先頭)",Ctx::merchant_d,对象:组织,商家Ｄ,—,T3-预留,数据包,无,org_merchant_N,2
域值,國,國Ａ,調查:(據點::發生據點.所屬國)==(國::國Ａ),Ctx::province_a,对象:区域,國Ａ,—,T2,数据包,无,province_N,12
域值,國,國Ｃ,調查:(國::國Ｃ)==(國::駿河),Ctx::province_c,对象:区域,國Ｃ,—,T2,数据包,无,province_N,21
域值,地方,地方Ａ,調查:(地方::地方Ａ)==(地方::地方Ｂ),Ctx::region_a,对象:区域,地方Ａ,—,T2,数据包,无,region_N,37
域值,地方,地方Ｂ,調查:(地方::地方Ａ)==(地方::地方Ｂ),Ctx::region_b,对象:区域,地方Ｂ,—,T2,数据包,无,region_N,33
域值,城,城Ａ,調查:(城::城Ａ)!=(城::三木),Ctx::town_a,对象:据点,城Ａ,—,T1,引擎,无,直接写 StringId,2669
域值,城,城Ｂ,調查:(城::城Ｂ)==(城::小田原),Ctx::town_b,对象:据点,城Ｂ,—,T1,引擎,无,直接写 StringId,1269
域值,城,城Ｃ,調查:(城::城Ａ.移動可能(城::城Ｃ))==(真偽::真),Ctx::town_c,对象:据点,城Ｃ,—,T1,引擎,无,直接写 StringId,1095
域值,城,城Ｄ,調查:(城::城Ａ)!=(城::城Ｄ),Ctx::town_d,对象:据点,城Ｄ,—,T1,引擎,无,直接写 StringId,645
域值,城,城Ｅ,調查:(大名家::大名家Ｂ.本城)!=(城::城Ｅ),Ctx::town_e,对象:据点,城Ｅ,—,T1,引擎,无,直接写 StringId,189
域值,城,無效,代入城Ａ:(城::無效),null,空,無效,—,T1,引擎,无,直接写 StringId,59
域值,場面,主人公茶室,調查:(場面::發生設施)==(場面::主人公茶室),Facility::tea_room,对象:设施,主人公茶室,—,T2,05演出,无,scene_N,2
域值,場面,主人公診療所,調查:(場面::發生設施)==(場面::主人公診療所),Facility::clinic,对象:设施,主人公診療所,—,T2,05演出,无,scene_N,2
域值,場面,主人公道場,調查:(場面::發生設施)==(場面::主人公道場),Facility::dojo,对象:设施,主人公道場,—,T2,05演出,无,scene_N,2
域值,場面,主人公鍛冶屋,調查:(場面::發生設施)==(場面::主人公鍛冶屋),Facility::smithy,对象:设施,主人公鍛冶屋,—,T2,05演出,无,scene_N,2
域值,場面,城主間,調查:(場面::發生設施)==(場面::城主間),Facility::castle_hall,对象:设施,城主間,—,T2,05演出,无,scene_N,1
域值,場面,忍屋敷,調查:(場面::發生設施)==(場面::忍屋敷),Facility::ninja_manor,对象:设施,忍屋敷,—,T2,05演出,无,scene_N,1
域值,場面,忍者宅,調查:(場面::發生設施)==(場面::忍者宅),Facility::ninja_house,对象:设施,忍者宅,—,T2,05演出,无,scene_N,2
域值,場面,據點內畫面,調查:(狀況::場面)==(場面::據點內畫面),Facility::settlement_screen,对象:设施,據點內畫面,—,T2,05演出,无,scene_N,1
域值,場面,武家宅,調查:(場面::發生設施)==(場面::武家宅),Facility::samurai_house,对象:设施,武家宅,—,T2,05演出,无,scene_N,1
域值,場面,民家,調查:(場面::發生設施)==(場面::民家),Facility::house_min,对象:设施,民家,—,T2,05演出,无,scene_N,1
域值,場面,海賊宅,調查:(場面::發生設施)==(場面::海賊宅),Facility::pirate_den,对象:设施,海賊宅,—,T2,05演出,无,scene_N,3
域值,場面,海賊屋敷,調查:(場面::發生設施)==(場面::海賊屋敷),Facility::pirate_manor,对象:设施,海賊屋敷,—,T2,05演出,无,scene_N,1
域值,場面,發生設施,調查:(場面::發生設施)==(場面::海賊宅),Facility::event_facility,对象:设施,發生設施,—,T2,05演出,无,scene_N,16
域值,場面,自宅,調查:(狀況::場面)==(場面::自宅),Facility::house,对象:设施,自宅,—,T2,05演出,无,scene_N,8
域值,大名家,大名家Ａ,調查:(人物::主人公.兵法指南役大名家)==(大名家::大名家Ａ),Ctx::clan_a,对象:家族,大名家Ａ,—,T1,引擎,无,直接写 StringId,4553
域值,大名家,大名家Ｂ,調查:(人物::主人公.所屬大名家)==(大名家::大名家Ｂ),Ctx::clan_b,对象:家族,大名家Ｂ,—,T1,引擎,无,直接写 StringId,2520
域值,大名家,大名家Ｃ,調查:(人物::結城秀康.所屬大名家)==(大名家::大名家Ｃ),Ctx::clan_c,对象:家族,大名家Ｃ,—,T1,引擎,无,直接写 StringId,1157
域值,大名家,大名家Ｄ,調查:(城::城Ｄ.所屬大名家)==(大名家::大名家Ｄ),Ctx::clan_d,对象:家族,大名家Ｄ,—,T1,引擎,无,直接写 StringId,507
域值,大名家,大名家Ｅ,調查:(城::清洲.所屬大名家)==(大名家::大名家Ｅ),Ctx::clan_e,对象:家族,大名家Ｅ,—,T1,引擎,无,直接写 StringId,258
域值,大名家,無效,調查:(人物::主人公.兵法指南役大名家)!=(大名家::無效),null,空,無效,—,T1,引擎,无,直接写 StringId,78
域值,天氣,晴,更新:(狀況::天氣)(天氣::晴),weather_clear,枚举:天氣,晴,—,T2,引擎,无,字面量,17
域值,天氣,雨,更新:(狀況::天氣)(天氣::雨),weather_rain,枚举:天氣,雨,—,T2,引擎,无,字面量,10
域值,天氣,雲,更新:(狀況::天氣)(天氣::雲),weather_cloudy,枚举:天氣,雲,—,T2,引擎,无,字面量,20
域值,官位,從一位,調查:(人物::豐臣秀吉.官位)==(官位::從一位),juichii,枚举:官位（带序：17 官位品级链）,從一位,—,T3,17功勋,17,rank_N,13
域值,官位,從三位,調查:(人物::姉小路良頼.官位)<(官位::從三位.15),jusanmi,枚举:官位（带序：17 官位品级链）,從三位,—,T3,17功勋,17,rank_N,1
域值,官位,從二位,調查:(人物::人物Ｂ.官位)>=(官位::從二位),junii,枚举:官位（带序：17 官位品级链）,從二位,—,T3,17功勋,17,rank_N,1
域值,官位,從五位上,調查:(人物::織田信長.官位)>=(官位::從五位上),jugoi_jo,枚举:官位（带序：17 官位品级链）,從五位上,—,T3,17功勋,17,rank_N,10
域值,官位,從五位下,調查:(人物::織田信長.官位)!=(官位::從五位下),jugoi_ge,枚举:官位（带序：17 官位品级链）,從五位下,—,T3,17功勋,17,rank_N,6
域值,官位,從四位上,調查:(人物::人物Ａ.官位)>=(官位::從四位上),jushii_jo,枚举:官位（带序：17 官位品级链）,從四位上,—,T3,17功勋,17,rank_N,1
域值,官位,正一位,調查:(人物::發生人物.官位)==(官位::正一位),shoichii,枚举:官位（带序：17 官位品级链）,正一位,—,T3,17功勋,17,rank_N,2
域值,官位,正二位,調查:(人物::發生人物.官位)>=(官位::正二位),shonii,枚举:官位（带序：17 官位品级链）,正二位,—,T3,17功勋,17,rank_N,1
域值,官位,正六位下,調查:(人物::豐臣秀吉.官位)==(官位::正六位下),shorokui_ge,枚举:官位（带序：17 官位品级链）,正六位下,—,T3,17功勋,17,rank_N,29
域值,官位,無效,調查:(人物::豐臣秀吉.官位)==(官位::無效),null,空,無效,—,T3,17功勋,17,rank_N,39
域值,官職,中納言,場合分歧:(官職::中納言){//size=24(18),chunagon,枚举:官職,中納言,—,T3,17功勋,17,office_N,1
域值,官職,修理亮,更新:(人物::柴田勝家.官職)(官職::修理亮),shuri_no_suke,枚举:官職,修理亮,—,T3,17功勋,17,office_N,21
域值,官職,內大臣,調查:(人物::德川家康.官職)==(官職::內大臣),naidaijin,枚举:官職,內大臣,—,T3,17功勋,17,office_N,29
域值,官職,刑部少輔,調查:(人物::大谷吉繼.官職)==(官職::刑部少輔),gyobu_shoyu,枚举:官職,刑部少輔,—,T3,17功勋,17,office_N,26
域值,官職,右京大夫,更新:(人物::明智光秀.官職)(官職::右京大夫),ukyo_daibu,枚举:官職,右京大夫,—,T3,17功勋,17,office_N,6
域值,官職,右大臣,場合分歧:(官職::右大臣){//size=24(18),udaijin,枚举:官職,右大臣,—,T3,17功勋,17,office_N,1
域值,官職,右近衛中將,調查:(人物::織田信忠.官職)==(官職::右近衛中將),ukonoe_chujo,枚举:官職,右近衛中將,—,T3,17功勋,17,office_N,2
域值,官職,大納言,更新:(人物::主人公.官職)(官職::大納言),dainagon,枚举:官職,大納言,—,T3,17功勋,17,office_N,4
域值,官職,左大臣,更新:(人物::德川家康.官職)(官職::左大臣),sadaijin,枚举:官職,左大臣,—,T3,17功勋,17,office_N,20
域值,官職,左衛門佐,更新:(人物::姊小路賴綱.官職)(官職::左衛門佐),saemon_no_suke,枚举:官職,左衛門佐,—,T3,17功勋,17,office_N,2
域值,官職,左近衛中將,調查:(人物::織田信忠.官職)==(官職::左近衛中將),sakonoe_chujo,枚举:官職,左近衛中將,—,T3,17功勋,17,office_N,2
域值,官職,左近衛大將,更新:(人物::朝倉義景.官職)(官職::左近衛大將),sakonoe_taisho,枚举:官職,左近衛大將,—,T3,17功勋,17,office_N,6
域值,官職,征夷大將軍,更新:(人物::足利義昭.官職)(官職::征夷大將軍),seii_taishogun,枚举:官職,征夷大將軍,—,T3,17功勋,17,office_N,13
域值,官職,日向守,更新:(人物::明智光秀.官職)(官職::日向守),hyuga_no_kami,枚举:官職,日向守,—,T3,17功勋,17,office_N,20
域值,官職,權中納言,場合分歧:(官職::權中納言){//size=24(18),gon_chunagon,枚举:官職,權中納言,—,T3,17功勋,17,office_N,1
域值,官職,治部少輔,調查:(人物::石田三成.官職)==(官職::治部少輔),jibu_shoyu,枚举:官職,治部少輔,—,T3,17功勋,17,office_N,26
域值,官職,無效,更新:(人物::主人公.官職)(官職::無效),null,空,無效,—,T3,17功勋,17,office_N,2
域值,官職,筑前守,更新:(人物::豐臣秀吉.官職)(官職::筑前守),chikuzen_no_kami,枚举:官職,筑前守,—,T3,17功勋,17,office_N,21
域值,忍者衆,忍者衆Ａ,調查:(忍者衆::忍者衆Ａ)==(忍者衆::伊賀衆),Ctx::ninja_a,对象:组织,忍者衆Ａ,—,T3-预留,数据包,无,org_ninja_N,198
域值,忍者衆,忍者衆Ｂ,代入忍者衆Ｂ:(人物::人物Ｃ.所屬忍者衆),Ctx::ninja_b,对象:组织,忍者衆Ｂ,—,T3-预留,数据包,无,org_ninja_N,25
域值,忍者衆,忍者衆Ｃ,代入忍者衆Ｃ:(忍者衆::外聞衆),Ctx::ninja_c,对象:组织,忍者衆Ｃ,—,T3-预留,数据包,无,org_ninja_N,5
域值,忍者衆,忍者衆Ｄ,"容器選擇:(忍者衆Ｄ,先頭)",Ctx::ninja_d,对象:组织,忍者衆Ｄ,—,T3-预留,数据包,无,org_ninja_N,2
域值,忍者衆,無效,更新:(人物::人物Ｂ.所屬忍者衆)(忍者衆::無效),null,空,無效,—,T3-预留,数据包,无,org_ninja_N,3
域值,戰鬥結束種類,終結,調查:(狀況::24)==(戰鬥結束種類::終結),ended,枚举:戰鬥結束種類,終結,—,T2,03战斗,无,字面量,7
域值,據點,主人公據點,調查:(人物::本多正信.所屬據點)==(據點::主人公據點),Hero::MainHero.settlement,对象:据点,主人公據點,—,T1,引擎,无,直接写 StringId,589
域值,據點,主人公當主據點,調查:(據點::主人公據點)!=(據點::主人公當主據點),Hero::MainHero.home,对象:据点,主人公當主據點,—,T1,引擎,无,直接写 StringId,442
域值,據點,城Ａ,代入城Ａ:(大名家::大名家Ａ.本城),Ctx::town_a,对象:据点,城Ａ,—,T1,引擎,无,直接写 StringId,96
域值,據點,城Ｂ,代入據點Ｂ:(據點::城Ｂ),Ctx::town_b,对象:据点,城Ｂ,—,T1,引擎,无,直接写 StringId,28
域值,據點,城Ｃ,代入城Ｃ:(人物::主人公.所屬據點),Ctx::town_c,对象:据点,城Ｃ,—,T1,引擎,无,直接写 StringId,2
域值,據點,據點Ａ,代入城Ａ:(據點::據點Ａ),Ctx::settlement_a,对象:据点,據點Ａ,—,T1,引擎,无,直接写 StringId,183
域值,據點,據點Ｂ,調查:(據點::據點Ａ)==(據點::據點Ｂ),Ctx::settlement_b,对象:据点,據點Ｂ,—,T1,引擎,无,直接写 StringId,75
域值,據點,據點Ｃ,代入城Ｃ:(據點::據點Ｃ),Ctx::settlement_c,对象:据点,據點Ｃ,—,T1,引擎,无,直接写 StringId,18
域值,據點,據點Ｄ,調查:(人物::豐臣秀吉.所屬據點)==(據點::據點Ｄ),Ctx::settlement_d,对象:据点,據點Ｄ,—,T1,引擎,无,直接写 StringId,15
域值,據點,據點Ｅ,代入城Ｅ:(據點::據點Ｅ),Ctx::settlement_e,对象:据点,據點Ｅ,—,T1,引擎,无,直接写 StringId,7
域值,據點,發生據點,調查:(據點::發生據點)!=(據點::釜山之町),Ctx::event_settlement,对象:据点,發生據點,—,T1,引擎,无,直接写 StringId,1150
域值,日數計數器,10,更新:(日數計數器::10)(0),Time::counter_10,数字,10,—,T3,计数器仓,lwn_scn_state,counter_N,6
域值,日數計數器,11,更新:(日數計數器::11)(0),Time::counter_11,数字,11,—,T3,计数器仓,lwn_scn_state,counter_N,2
域值,日數計數器,12,更新:(日數計數器::12)(2097152),Time::counter_12,数字,12,—,T3,计数器仓,lwn_scn_state,counter_N,13
域值,日數計數器,13,更新:(日數計數器::13)(0),Time::counter_13,数字,13,—,T3,计数器仓,lwn_scn_state,counter_N,5
域值,日數計數器,14,調查:(日數計數器::14)>=(5),Time::counter_14,数字,14,—,T3,计数器仓,lwn_scn_state,counter_N,2
域值,日數計數器,15,調查:(日數計數器::15)>=(30),Time::counter_15,数字,15,—,T3,计数器仓,lwn_scn_state,counter_N,3
域值,日數計數器,16,更新:(日數計數器::16)(0),Time::counter_16,数字,16,—,T3,计数器仓,lwn_scn_state,counter_N,2
域值,日數計數器,17,更新:(日數計數器::17)(0),Time::counter_17,数字,17,—,T3,计数器仓,lwn_scn_state,counter_N,10
域值,日數計數器,18,更新:(日數計數器::18)(0),Time::counter_18,数字,18,—,T3,计数器仓,lwn_scn_state,counter_N,5
域值,日數計數器,19,更新:(日數計數器::19)(0),Time::counter_19,数字,19,—,T3,计数器仓,lwn_scn_state,counter_N,18
域值,日數計數器,20,調查:(日數計數器::20)>=(5),Time::counter_20,数字,20,—,T3,计数器仓,lwn_scn_state,counter_N,9
域值,日數計數器,21,更新:(日數計數器::21)(0),Time::counter_21,数字,21,—,T3,计数器仓,lwn_scn_state,counter_N,8
域值,日數計數器,22,更新:(日數計數器::22)(0),Time::counter_22,数字,22,—,T3,计数器仓,lwn_scn_state,counter_N,10
域值,日數計數器,23,調查:(日數計數器::23)>(30),Time::counter_23,数字,23,—,T3,计数器仓,lwn_scn_state,counter_N,9
域值,日數計數器,24,調查:(日數計數器::24)>=(5),Time::counter_24,数字,24,—,T3,计数器仓,lwn_scn_state,counter_N,39
域值,日數計數器,25,更新:(日數計數器::25)(0),Time::counter_25,数字,25,—,T3,计数器仓,lwn_scn_state,counter_N,5
域值,日數計數器,26,調查:(日數計數器::26)>=(10),Time::counter_26,数字,26,—,T3,计数器仓,lwn_scn_state,counter_N,25
域值,日數計數器,27,更新:(日數計數器::27)(0),Time::counter_27,数字,27,—,T3,计数器仓,lwn_scn_state,counter_N,10
域值,日數計數器,28,更新:(日數計數器::28)(0),Time::counter_28,数字,28,—,T3,计数器仓,lwn_scn_state,counter_N,10
域值,日數計數器,29,更新:(日數計數器::29)(0),Time::counter_29,数字,29,—,T3,计数器仓,lwn_scn_state,counter_N,5
域值,日數計數器,3,更新:(日數計數器::3)(0),Time::counter_3,数字,3,—,T3,计数器仓,lwn_scn_state,counter_N,2
域值,日數計數器,30,調查:(日數計數器::30)>=(20),Time::counter_30,数字,30,—,T3,计数器仓,lwn_scn_state,counter_N,8
域值,日數計數器,31,調查:(日數計數器::31)>=(20),Time::counter_31,数字,31,—,T3,计数器仓,lwn_scn_state,counter_N,2
域值,日數計數器,32,更新:(日數計數器::32)(0),Time::counter_32,数字,32,—,T3,计数器仓,lwn_scn_state,counter_N,7
域值,日數計數器,33,更新:(日數計數器::33)(0),Time::counter_33,数字,33,—,T3,计数器仓,lwn_scn_state,counter_N,4
域值,日數計數器,34,更新:(日數計數器::34)(0),Time::counter_34,数字,34,—,T3,计数器仓,lwn_scn_state,counter_N,2
域值,日數計數器,35,調查:(日數計數器::35)<(60),Time::counter_35,数字,35,—,T3,计数器仓,lwn_scn_state,counter_N,5
域值,日數計數器,36,更新:(日數計數器::36)(0),Time::counter_36,数字,36,—,T3,计数器仓,lwn_scn_state,counter_N,18
域值,日數計數器,37,更新:(日數計數器::37)(0),Time::counter_37,数字,37,—,T3,计数器仓,lwn_scn_state,counter_N,15
域值,日數計數器,38,更新:(日數計數器::38)(0),Time::counter_38,数字,38,—,T3,计数器仓,lwn_scn_state,counter_N,5
域值,日數計數器,39,更新:(日數計數器::39)(0),Time::counter_39,数字,39,—,T3,计数器仓,lwn_scn_state,counter_N,21
域值,日數計數器,40,更新:(日數計數器::40)(0),Time::counter_40,数字,40,—,T3,计数器仓,lwn_scn_state,counter_N,4
域值,日數計數器,41,更新:(日數計數器::41)(1048576),Time::counter_41,数字,41,—,T3,计数器仓,lwn_scn_state,counter_N,8
域值,日數計數器,42,更新:(日數計數器::42)(0),Time::counter_42,数字,42,—,T3,计数器仓,lwn_scn_state,counter_N,6
域值,日數計數器,43,更新:(日數計數器::43)(0),Time::counter_43,数字,43,—,T3,计数器仓,lwn_scn_state,counter_N,3
域值,日數計數器,44,更新:(日數計數器::44)(2097152),Time::counter_44,数字,44,—,T3,计数器仓,lwn_scn_state,counter_N,28
域值,日數計數器,45,更新:(日數計數器::45)(0),Time::counter_45,数字,45,—,T3,计数器仓,lwn_scn_state,counter_N,12
域值,日數計數器,46,更新:(日數計數器::46)(3145728),Time::counter_46,数字,46,—,T3,计数器仓,lwn_scn_state,counter_N,7
域值,日數計數器,47,調查:(日數計數器::47)>=(10),Time::counter_47,数字,47,—,T3,计数器仓,lwn_scn_state,counter_N,9
域值,日數計數器,48,更新:(日數計數器::48)(2097152),Time::counter_48,数字,48,—,T3,计数器仓,lwn_scn_state,counter_N,3
域值,日數計數器,49,更新:(日數計數器::49)(0),Time::counter_49,数字,49,—,T3,计数器仓,lwn_scn_state,counter_N,2
域值,日數計數器,5,更新:(日數計數器::5)(0),Time::counter_5,数字,5,—,T3,计数器仓,lwn_scn_state,counter_N,55
域值,日數計數器,50,更新:(日數計數器::50)(0),Time::counter_50,数字,50,—,T3,计数器仓,lwn_scn_state,counter_N,3
域值,日數計數器,51,更新:(日數計數器::51)(0),Time::counter_51,数字,51,—,T3,计数器仓,lwn_scn_state,counter_N,3
域值,日數計數器,52,調查:(日數計數器::52)>=(10),Time::counter_52,数字,52,—,T3,计数器仓,lwn_scn_state,counter_N,4
域值,日數計數器,53,更新:(日數計數器::53)(1048576),Time::counter_53,数字,53,—,T3,计数器仓,lwn_scn_state,counter_N,11
域值,日數計數器,54,調查:(日數計數器::54)>=(40),Time::counter_54,数字,54,—,T3,计数器仓,lwn_scn_state,counter_N,3
